student_id,school_id,sex,p1,p2,p3,p41,p42,p5,p6,p7,p81,p82,p9,p10a,p10b,p10c,p10d,p10e,p10f,p10g,p10h,p11a,p11b,p11c,p11d,p12a,p12b,p12c,p12d,p12e,p12f,p12g,p12h,p13a,p13b,p13c,p13d,p13e,p13f,p13g,p13h
EST0098,Colegio_4,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE PRIMARY,35,-888,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,ALL QUESTIONS,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0089,Colegio_4,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE PRIMARY,COMPLETE SECONDARY,4567,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,ALL QUESTIONS,ALL QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE
EST0088,Colegio_4,Male,14,YES,1,DID NOT REPEAT,FIRST,DON'T KNOW,DON'T KNOW,124567,SOMETIMES,FREQUENTLY,COMPUTER/LAPTOP,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE
EST0097,Colegio_4,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,4,FREQUENTLY,-888,MOBILE PHONE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0093,Colegio_4,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,INCOMPLETE SECONDARY,457,SOMETIMES,SOMETIMES,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0103,Colegio_4,Male,14,YES,6,DID NOT REPEAT,DID NOT REPEAT,UNIVERSITY EDUCATION,UNIVERSITY EDUCATION,2456,FREQUENTLY,FREQUENTLY,COMPUTER/LAPTOP,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0086,Colegio_4,Male,14,NO,1,DID NOT REPEAT,FIRST,DON'T KNOW,DON'T KNOW,457,FREQUENTLY,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0106,Colegio_4,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE PRIMARY,COMPLETE SECONDARY,13457,FREQUENTLY,FREQUENTLY,MOBILE PHONE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE
EST0102,Colegio_4,Male,14,YES,1,SECOND,DID NOT REPEAT,COMPLETE SECONDARY,DON'T KNOW,1245,FREQUENTLY,FREQUENTLY,COMPUTER/LAPTOP,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE
EST0095,Colegio_4,Male,15,YES,1,DID NOT REPEAT,SECOND,COMPLETE SECONDARY,COMPLETE SECONDARY,145,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,ALL QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,NO QUESTIONS,ALL QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0096,Colegio_4,Male,14,YES,1,DID NOT REPEAT,SECOND,COMPLETE SECONDARY,UNIVERSITY EDUCATION,45,FREQUENTLY,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE
EST0105,Colegio_4,Male,15,YES,1,SECOND,SECOND,NO FORMAL EDUCATION,DON'T KNOW,45,SOMETIMES,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,ALL QUESTIONS,NO QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0084,Colegio_4,Male,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE SECONDARY,457,SOMETIMES,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,NO QUESTIONS,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,AGREE
EST0091,Colegio_4,Female,14,NO,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE SECONDARY,456,FREQUENTLY,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE
